UNIQUEID,YEAR,PERIOD,AUT1,AFFIL_AUT1,DPT_AUT1,AUT2,AFFIL_AUT2,DPT_AUT2,AUT3,AFFIL_AUT3,DPT_AUT3,AUT4,AFFIL_AUT4,DPT_AUT4,AUT5,AFFIL_AUT5,DPT_AUT5
879,1978,1976-1980,"meyer, jr",Harvard,Unknown,"   leone, ra",Harvard,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
948,1978,1976-1980,"miles, ma",Rutgers College,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
669,1976,1976-1980,"miller, mh",LSE,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1084,1979,1976-1980,"mirer, tw","State U of NY, Albany",Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,1977,1976-1980,"modigliani, f",NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
726,1977,1976-1980,"musgrave, ra",Harvard,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
786,1977,1976-1980,"muskin, jb",Drexel U,Unknown,"   sorrentino, ja",Temple U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
1059,1979,1976-1980,"myers, sl","U Texas, Austin",Unknown,"   phillips, ke",RAND,RAND,NA,NA,NA,NA,NA,NA,NA,NA,NA
1192,1980,1976-1980,"nadiri, mi",NYU,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,1977,1976-1980,"nafziger, ew",Kansas State U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
967,1978,1976-1980,"neary, jp",Oxford,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
950,1978,1976-1980,"neher, pa",UBC,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1136,1980,1976-1980,"nelson, rr",Yale,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1039,1979,1976-1980,"nichols, da",U Wisconsin,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1185,1980,1976-1980,"noll, rg",Caltech,Unknown,"   hawley, ew",U Iowa,Unknown,"   levine, me",Caltech,Other,NA,NA,NA,NA,NA,NA
785,1977,1976-1980,"nordhaus, wd",Yale,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1128,1980,1976-1980,"okuno, m",U Illinois,Unknown,"   postlewaite, a",U Illinois,Unknown,"   roberts, j",Northwestern,Unknown,NA,NA,NA,NA,NA,NA
924,1978,1976-1980,"ordover, ja",NYU,Unknown,"   willig, rd",Princeton,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
752,1977,1976-1980,"parkin, m",U of Western Ontario,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
530,2008,2004-2008,"pathak, parag a.",Harvard,Unknown,"   sonmez, tayfun",Boston College,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
634,1976,1976-1980,"peles, yc",U of Florida,Unknown,"   stein, jl",NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
938,1978,1976-1980,"pessemier, ea",Purdue U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1045,1979,1976-1980,"pierce, jl",UC Berkeley,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1029,1979,1976-1980,"pindyck, rs",MIT,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
885,1978,1976-1980,"plott, cr",Caltech,Unknown,"   levine, me",ambiguous,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
1109,1979,1976-1980,"polinsky, am",Stanford,Unknown,"   shavell, s",Harvard,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
930,1978,1976-1980,"pollak, ra",Upenn,Unknown,"   wales, tj",UBC,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040,1979,1976-1980,"pollak, ra",Upenn,Unknown,"   wales, tj",UBC,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
641,1976,1976-1980,"pollak, ra",Upenn,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730,1977,1976-1980,"pollak, ra",Upenn,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915,1978,1976-1980,"pollak, ra",Upenn,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
937,1978,1976-1980,"pollak, ra",Upenn,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1175,1980,1976-1980,"pollak, ra",Upenn,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
969,1978,1976-1980,"porter, rc",U Michigan,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1165,1980,1976-1980,"quinlan, dc",Bucknell U,Unknown,"   shackelford, ja",NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
762,1977,1976-1980,"reiter, s",Northwestern,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1143,1980,1976-1980,"reynolds, lg",Yale,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
629,1976,1976-1980,"riley, jg",UCLA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1060,1979,1976-1980,"riley, jg",UCLA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1161,1980,1976-1980,"rosen, hs",Princeton,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
977,1978,1976-1980,"rosenzweig, mr",Yale,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1105,1979,1976-1980,"ruffin, rj",U Houston,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1140,1980,1976-1980,"sachs, j",Harvard,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1132,1980,1976-1980,"salemi, mk",U of North Carolina – Chapel Hill,Unknown,"   tauchen, ge",Duke,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
725,1977,1976-1980,"samuelson, pa",MIT,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901,1978,1976-1980,"schelling, tc",Harvard,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916,1978,1976-1980,"schelling, tc",Harvard,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
836,1977,1976-1980,"schiller, br",American U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
897,1978,1976-1980,"schultz, tp",Yale,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1122,1980,1976-1980,"scitovsky, t",UC Santa Cruz,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1024,1979,1976-1980,"scott, ce",Marquette U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,1976,1976-1980,"seear, n",LSE,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1038,1979,1976-1980,"seidman, ls",Upenn,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,2008,2004-2008,"selten, reinhard","Laboratory of Experimental Economics (Bonn, Germany)",Unknown,"   chmura, thorsten",Shanghai Jiao Tong U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
865,1978,1976-1980,"sherman, r",U Virginia,Unknown,"   visscher, m",Ohio State U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,1960,1956-1960,"shubik, m",Yale,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1110,1979,1976-1980,"simmons, p",Catholic U of Louvain,Unknown,"   weiserbs, d",Catholic U of Louvain,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
856,1978,1976-1980,"simon, ha",Carnegie Mellon U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1088,1979,1976-1980,"simon, ha",Carnegie Mellon U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1171,1980,1976-1980,"sims, ca",U Minnesota,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,2007,2004-2008,"sliwka, dirk",U Cologne ,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1214,1980,1976-1980,"smith, vl",U Arizona,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1123,1980,1976-1980,"solow, rm",NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,1960,1956-1960,"sowell, t",Chicago,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
892,1978,1976-1980,"spellman, we",U Iowa,Unknown,"   gabriel, db",Northwestern ,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,1976,1976-1980,"spence, m",NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
768,1977,1976-1980,"spence, m",Harvard,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1243,1980,1976-1980,"standish, tk",NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1199,1980,1976-1980,"starrett, da",Stanford,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1213,1980,1976-1980,"stein, jl",Brow,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,1976,1976-1980,"stewart, db",San Diego State U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
953,1978,1976-1980,"stewart, mb",Rutgers College,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
733,1977,1976-1980,"stigler, gj",U Chicago,Unknown,"   becker, gs",U Chicago,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
777,1977,1976-1980,"stiglitz, je",ambiguous,Unknown,"   boskin, mj",Stanford,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,1976,1976-1980,"stiglitz, je",Oxford,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506,2008,2004-2008,"stinebrickner, ralph",Berea College,Unknown,"   stinebrickner, todd",U Western Ontario,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
920,1978,1976-1980,"su, v","Baruch College, CUNY",Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,2007,2004-2008,"sutton, john",LSE,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
800,1977,1976-1980,"swinton, dh","State U of NY, Stony Brook",Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1016,1979,1976-1980,"taylor, jb",Columbia,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1181,1980,1976-1980,"temin, p",MIT,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,2008,2004-2008,"thornton, rebecca l.",U Michigan,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1141,1980,1976-1980,"thurow, lc",MIT,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
867,1978,1976-1980,"townsend, rm",Carnegie Mellon U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1201,1980,1976-1980,"trebing, hm",Michigan State U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1182,1980,1976-1980,"ulen, ts",U Illinois,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
935,1978,1976-1980,"unger, rm",Harvard,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1219,1980,1976-1980,"varian, hr",U Michigan,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,1976,1976-1980,"vining, dr",Upenn,Unknown,"   elwertowski, tc",Upenn,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA
995,1979,1976-1980,"weisbrod, ba",U Wisconsin-Madison,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812,1977,1976-1980,"weiss, lw",U Wisconsin-Madison,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
968,1978,1976-1980,"weitzman, ml",MIT,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,1976,1976-1980,"williamson, j",U of Warwick,Unknown,"   wood, ge",U Warwick,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
654,1976,1976-1980,"williamson, oe",NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
853,1977,1976-1980,"winston, gc",Williams College,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
822,1977,1976-1980,"woglom, g",Boston College,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1067,1979,1976-1980,"wolff, en",NYU,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1153,1980,1976-1980,"wood, jh",Northwestern,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1004,1979,1976-1980,"wu, sy",U Iowa,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1126,1980,1976-1980,"yellen, jl",LSE,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
922,1978,1976-1980,"zarnowitz, v",U Chicago,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
609,1976,1976-1980,"ahluwalia, ms",World Bank,World Bank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
675,1976,1976-1980,"bell, c",World Bank,World Bank,"   zusman, p",Hebrew U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
1058,1979,1976-1980,"bhalla, ss",World Bank,World Bank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,2006,2004-2008,"chaudhuri, shubham",World Bank,World Bank,"   goldberg, pinelopi k.",Yale,Economics,"   jia, panle",MIT,Economics,NA,NA,NA,NA,NA,NA
1241,1980,1976-1980,"chenery, hb",World Bank,World Bank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
532,2008,2004-2008,"freund, caroline",World Bank,World Bank,"   ozden, caglar",World Bank,World Bank,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,1976,1976-1980,"golladay, f",World Bank,World Bank,"   haveman, r",U Wisconsin-Madison,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,2005,2004-2008,"hoff, k",World Bank,World Bank,"   sen, a",Jawaharlal Nehru U ,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,2004,2004-2008,"hoff, k",World Bank,World Bank,"   stiglitz, je",Columbia,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,2004,2004-2008,"javorcik, bs",World Bank,World Bank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
731,1977,1976-1980,"pyatt, g",World Bank,World Bank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
