UniqueID;JOURNAL;YEAR;AUT1;AFFIL_AUT1;PHD_AUT1;AUT2;AFFIL_AUT2;PHD_AUT2;AUT3;AFFIL_AUT3;PHD_AUT3;AUT4;AFFIL_AUT4;PHD_AUT4;AUT5;AFFIL_AUT5;PHD_AUT5;AUT6;AFFIL_AUT6;PHD_AUT6;AUT7;AFFIL_AUT7;PHD_AUT7;AUT8;AFFIL_AUT8;PHD_AUT8
641;QUARTERLY JOURNAL OF ECONOMICS;2007;black, sandra e.;University of California, Los Angeles;Harvard University;devereux, paul j.;University College Dublin;Northwestern University;salvanes, kjell g.;Norwegian School of Economics;Norwegian School of Economics;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
642;QUARTERLY JOURNAL OF ECONOMICS;2004;bertrand, m;University of Chicago;Harvard University;duflo, e;Massachusetts Institute of Technology;Massachusetts Institute of Technology;mullainathan, s;Massachusetts Institute of Technology;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
643;QUARTERLY JOURNAL OF ECONOMICS;2012;finkelstein, amy;Massachusetts Institute of Technology;Massachusetts Institute of Technology;taubman, sarah;NBER;Harvard University;wright, bill;Center for Outcomes Research and Education at Providence Health and Services;NA;bernstein, mira;NBER;Harvard University;gruber, jonathan;Massachusetts Institute of Technology;Harvard University;newhouse, joseph p.;Harvard University;Harvard University;allen, heidi;Center for Outcomes Research and Education at Providence Health and Services;University of Portland;baicker, katherine;Harvard University;Harvard University
644;QUARTERLY JOURNAL OF ECONOMICS;2005;aghion, p;Harvard University;Harvard University;bloom, n;London School of Economics;University College London;blundell, r;University College London;London School of Economics;griffith, r;University College London;Keele University;howitt, p;Brown University;Northwestern University;NA;NA;NA;NA;NA;NA;NA;NA;NA
645;QUARTERLY JOURNAL OF ECONOMICS;2011;almond, douglas;Columbia University;University of California, Berkeley;doyle, joseph j., jr.;Massachusetts Institute of Technology;University of Chicago;kowalski, amanda e.;Yale University;Massachusetts Institute of Technology;williams, heidi;Massachusetts Institute of Technology;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
646;QUARTERLY JOURNAL OF ECONOMICS;2010;cascio, elizabeth;Darmouth College;University of California, Berkeley;gordon, nora;Universoty of California San Diego;Harvard University;lewis, ethan;Darmouth College;University of California, Berkeley;reber, sarah;University of California, Los Angeles;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
647;QUARTERLY JOURNAL OF ECONOMICS;2011;kremer, michael;Harvard University;Harvard University;leino, jessica;World Bank;University of California, Berkeley;miguel, edward;University of California, Berkeley;Harvard University;zwane, alix peterson;Bill and Melinda Gates Foundation;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
648;QUARTERLY JOURNAL OF ECONOMICS;2010;almond, douglas;Columbia University;University of California, Berkeley;doyle, joseph j., jr.;Massachusetts Institute of Technology;University of Chicago;kowalski, amanda e.;Yale University;Massachusetts Institute of Technology;williams, heidi;Harvard University;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
649;QUARTERLY JOURNAL OF ECONOMICS;2010;goldberg, pinelopi koujianou;Princeton University;Stanford University;khandelwal, amit kumar;Columbia University;Yale University;pavcnik, nina;Darmouth College;Princeton University;topalova, petia;International Monetary Fund;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
650;QUARTERLY JOURNAL OF ECONOMICS;2010;benmelech, efraim;Harvard University;University of Chicago;kandel, eugene;University of Chicago;University of Chicago;veronesi, pietro;Hebrew University;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
651;QUARTERLY JOURNAL OF ECONOMICS;2003;gompers, p;Harvard University;Harvard University;ishii, j;Harvard University;Stanford University;metrick, a;University of Pennsylvania;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
652;QUARTERLY JOURNAL OF ECONOMICS;2009;carroll, gabriel d.;Massachusetts Institute of Technology;Massachusetts Institute of Technology;choi, james j.;Yale University;Harvard University;laibson, david;Harvard University;Massachusetts Institute of Technology;madrian, brigitte c.;Harvard University;Massachusetts Institute of Technology;metrick, andrew;Yale University;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA
653;QUARTERLY JOURNAL OF ECONOMICS;2011;abdulkadiroglu, atila;Duke University;University of Rochester;angrist, joshua d.;Massachusetts Institute of Technology;Princeton University;dynarski, susan;University of Michigan;Massachusetts Institute of Technology;Kane, thomas j;Harvard University;Harvard University;pathak, parag;Massachusetts Institute of Technology;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA
654;QUARTERLY JOURNAL OF ECONOMICS;2007;acemoglu, daron;Massachusetts Institute of Technology;London School of Economics;aghion, philippe;Harvard University;Harvard University;lelarge, claire;INSEE-CREST Paris;Universite de Paris X;van reenen, john;London School of Economics;University College London;zilibotti, fabrizio;University of Zurich;London School of Economics;NA;NA;NA;NA;NA;NA;NA;NA;NA
655;QUARTERLY JOURNAL OF ECONOMICS;2006;duflo, esther;Massachusetts Institute of Technology;Massachusetts Institute of Technology;gale, william;Brookings Institution;Stanford University;liebman, jeffrey;Harvard University;Harvard University;orszag, peter;Brookings Institution;London School of Economics;saez, emmanuel;University of California, Berkeley;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA
656;QUARTERLY JOURNAL OF ECONOMICS;2012;burgess, robin;London School of Economics;Oxford University;hansen, matthew;University of Maryland;University of Maryland;olken, benjamin a.;Massachusetts Institute of Technology;Harvard University;potapov, peter;University of Maryland;Russian Academy of Science;sieber, stefanie;World Bank;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
657;QUARTERLY JOURNAL OF ECONOMICS;2009;cesarini, david;Massachusetts Institute of Technology;Massachusetts Institute of Technology;dawes, christopher t.;University of California, San Diego;University of California, San Diego;johannesson, magnus;Stockholm School of Economics;Linkoping University;lichtenstein, paul;Karolinska Institutet;Karolinska Institutet;wallace, bjoern;Stockholm School of Economics;Stockholm School of Economics;NA;NA;NA;NA;NA;NA;NA;NA;NA
658;QUARTERLY JOURNAL OF ECONOMICS;2010;caplin, andrew;New York University;Yale University;dean, mark;Brown University;New York University;glimcher, paul w.;New York University;University of Pennsylvania;rutledge, robb b.;New York University;New York University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
659;QUARTERLY JOURNAL OF ECONOMICS;2007;banerjee, abhijit v.;Massachusetts Institute of Technology;Harvard University;cole, shawn;Harvard University;Massachusetts Institute of Technology;duflo, esther;Massachusetts Institute of Technology;Massachusetts Institute of Technology;linden, leigh;Columbia University;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
660;QUARTERLY JOURNAL OF ECONOMICS;2011;barreca, alan i.;Tulane University;University of California, Davis;guldi, melanie;University of Central Florida;University of California, Davis;lindo, jason m.;University of Oregon;University of California, Davis;waddell, glen r.;University of Oregon;Purdue University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
661;QUARTERLY JOURNAL OF ECONOMICS;2012;acemoglu, daron;Massachusetts Institute of Technology;London School of Economics;golosov, mikhail;Yale University;University of Minnesota;tsyvinski, aleh;Yale University;University of Minnesota;yared, pierre;Columbia University;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
662;QUARTERLY JOURNAL OF ECONOMICS;2003;djankov, s;World Bank;University of Michigan;la porta, r;Harvard University;Harvard University;lopez-de-silanes, f;Yale University;Harvard University;shleifer, a;Harvard University;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
663;QUARTERLY JOURNAL OF ECONOMICS;2010;aghion, philippe;Harvard University;Harvard University;algan, yann;Sciences Po;Universite de Paris I;cahuc, pierre;Ecole Polytechnique;Universite de Paris I;shleifer, andrei;Harvard University;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
664;QUARTERLY JOURNAL OF ECONOMICS;2010;keys, benjamin j.;Board of Governors of The Federal Reserve;University of Michigan;mukherjee, tanmoy;Sorin Capital Management;NA;seru, amit;University of Chicago;University of Michigan;vig, vikrant;London Business School;Columbia University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
665;QUARTERLY JOURNAL OF ECONOMICS;2008;curcuru, stephanie e.;Board of Governors of The Federal Reserve;University of Chicago;dvorak, tomas;Union College;University of Maryland;warnock, francis e.;University of Virginia;University of North Carolina;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
666;QUARTERLY JOURNAL OF ECONOMICS;2009;clingingsmith, david;Case Western Reserve University;Harvard University;khwaja, asim ijaz;Harvard University;Harvard University;kremer, michael;Harvard University;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
667;QUARTERLY JOURNAL OF ECONOMICS;2012;anwar, shamena;Carnegie Mellon University;Yale University;bayer, patrick;Duke University;Stanford University;hjalmarsson, randi;Queen Mary University;Yale University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
668;QUARTERLY JOURNAL OF ECONOMICS;2008;trebbi, francesco;University of Chicago;Harvard University;aghion, philippe;Harvard University;Harvard University;alesina, alberto;Harvard University;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
669;QUARTERLY JOURNAL OF ECONOMICS;2009;dustmann, christian;University College London;European University Institute;ludsteck, johannes;Institut fur Arbeitsmarkt-und Berufsforschung;NA;schoenberg, uta;University College London;University College London;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
670;QUARTERLY JOURNAL OF ECONOMICS;2004;camerer, cf;California Institute of Technology;University of Chicago;ho, th;University of California, Berkeley;University of Pennsylvania;chong, jk;Sungkyunkwan University;University of California, Los Angeles;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
671;QUARTERLY JOURNAL OF ECONOMICS;2005;benmelech, e;Harvard University;University of Chicago;garmaise, mj;University of California, Los Angeles;Stanford University;moskowitz, tj;University of Chicago;University of California, Los Angeles;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
672;QUARTERLY JOURNAL OF ECONOMICS;2003;estevadeordal, a;Inter-American Development Bank;Harvard University;frantz, b;United States Agency for International Development;NA;taylor, am;University of California, Davis;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
673;QUARTERLY JOURNAL OF ECONOMICS;2010;cellini, stephanie riegg;George Washington University;University of California, Los Angeles;ferreira, fernando;University of Pennsylvania;University of California, Berkeley;rothstein, jesse;University of California, Berkeley;University of California, Berkeley;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
674;QUARTERLY JOURNAL OF ECONOMICS;2012;casey, katherine;Stanford University;Brown University;glennerster, rachel;The Jameel Poverty Action Lab;University of London;miguel, edward;University of California, Berkeley;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
675;QUARTERLY JOURNAL OF ECONOMICS;2005;cohen, rb;Harvard University;University of Chicago;polk, c;Northwestern University;University of Chicago;vuolteenaho, t;Harvard University;University of Chicago;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
676;QUARTERLY JOURNAL OF ECONOMICS;2011;dube, arindrajit;University of Massachusetts, Amherst;University of Chicago;kaplan, ethan;University of Maryland at College Park;University of California, Berkeley;naidu, suresh;Columbia University;University of California, Berkeley;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
677;QUARTERLY JOURNAL OF ECONOMICS;2008;brown, william o., jr.;University of North Carolina, Greensboro;Clemson University;mulherin, j. harold;University of Georgia;University of California, Los Angeles;weidenmier, marc d.;Claremont McKenna College;University of Illinois;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
678;QUARTERLY JOURNAL OF ECONOMICS;2011;baird, sarah;George Washington University;University of California, Berkeley;mcintosh, craig;University of California, San Diego;University of California, Berkeley;oezler, berk;World Bank;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
679;QUARTERLY JOURNAL OF ECONOMICS;2004;castro, r;Universite de Montreal;University of Rochester;clementi, gl;New York University;University of Rochester;macdonald, g;Washington University, St. Louis;University of Rochester;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
680;QUARTERLY JOURNAL OF ECONOMICS;2003;imrohoroglu, a;University of Southern California;University of Minnesota;imrohoroglu, s;University of Southern California;University of Minnesota;joines, dh;University of Southern California;University of Chicago;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
681;QUARTERLY JOURNAL OF ECONOMICS;2006;ashraf, n;Harvard University;Harvard University;karlan, d;Yale University;Massachusetts Institute of Technology;yin, w;University of Chicago;Columbia University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
682;QUARTERLY JOURNAL OF ECONOMICS;2006;gneezy, uri;University of California, San Diego;Tilburg University;list, john a.;University of Chicago;University of Wyoming;George Wu;University of Chicago;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
683;QUARTERLY JOURNAL OF ECONOMICS;2006;bergstresser, d;Harvard University;Massachusetts Institute of Technology;desai, m;Harvard University;Harvard University;rauh, j;University of Chicago;University of Leipzig;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
684;QUARTERLY JOURNAL OF ECONOMICS;2004;guiso, l;University of Sassari;University of Essex;sapienza, p;Northwestern University;Harvard University;zingales, l;University of Chicago;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
685;QUARTERLY JOURNAL OF ECONOMICS;2008;de mel, suresh;University of Peradeniya;NA;mckenzie, david;World Bank;Yale University;woodruff, christopher;University of California, San Diego;University of Texas;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
686;QUARTERLY JOURNAL OF ECONOMICS;2010;brown, jennifer;Northwestern University;University of California, Berkeley;hossain, tanjim;University of Toronto;Princeton University;morgan, john;University of California, Berkeley;University of Pennsylvania;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
687;QUARTERLY JOURNAL OF ECONOMICS;2003;loewenstein, g;Carnegie Mellon University;Yale University;o'donoghue, t;Cornell University;University of California, Berkeley;rabin, m;University of California, Berkeley;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
688;QUARTERLY JOURNAL OF ECONOMICS;2006;bjorklund, anders;Stockholm University;University of Stockholm;lindahl, mikael;Stockholm University;University of Stockholm;plug, erik;University of Amsterdam;University of Amsterdam;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
689;QUARTERLY JOURNAL OF ECONOMICS;2007;bandiera, oriana;London School of Economics;Boston College;barankay, iwan;University of Essex;University of Warwick;rasul, imran;University College London;London School of Economics;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
690;QUARTERLY JOURNAL OF ECONOMICS;2007;di tella, rafael;Harvard University;Oxford University;galiani, sebastian;Washington University, St. Louis;Oxford University;schargrodsky, ernesto;Universidad Torcuato Di Tella;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
691;QUARTERLY JOURNAL OF ECONOMICS;2009;calvet, laurent e.;HEC Paris;Yale University;campbell, john y.;Harvard University;Yale University;sodini, paolo;Stockholm School of Economics;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
692;QUARTERLY JOURNAL OF ECONOMICS;2007;snowberg, erik;Stanford University;Stanford University;wolfers, justin;University of Pennsylvania;Harvard University;zitzewitz, eric;Stanford University;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
693;QUARTERLY JOURNAL OF ECONOMICS;2003;demarzo, pm;Stanford University;Stanford University;vayanos, d;Massachusetts Institute of Technology;Massachusetts Institute of Technology;zwiebel, j;Stanford University;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
694;QUARTERLY JOURNAL OF ECONOMICS;2007;bartel, ann;Columbia University;Columbia University;ichniowski, casey;Columbia University;Massachusetts Institute of Technology;shaw, kathryn;Stanford University;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
695;QUARTERLY JOURNAL OF ECONOMICS;2005;bernanke, bs;Board of Governors of The Federal Reserve;Massachusetts Institute of Technology;boivin, j;Columbia University;Princeton University;eliasz, p;Princeton University;London Business School;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
696;QUARTERLY JOURNAL OF ECONOMICS;2012;michaels, guy;London School of Economics;Massachusetts Institute of Technology;rauch, ferdinand;London School of Economics;University of Vienna;redding, stephen j.;Princeton University;Oxford University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
697;QUARTERLY JOURNAL OF ECONOMICS;2012;gibbons, robert;Massachusetts Institute of Technology;Stanford University;holden, richard;University of New South Wales;Harvard University;powell, michael;Northwestern University;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
698;QUARTERLY JOURNAL OF ECONOMICS;2006;greenstone, m;Massachusetts Institute of Technology;Princeton University;oyer, p;Stanford University;Princeton University;vissing-jorgensen, a;Northwestern University;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
699;QUARTERLY JOURNAL OF ECONOMICS;2003;ameriks, j;TIAA-CREF Institute;Columbia University;caplin, a;New York University;Yale University;leahy, j;New York University;Princeton University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
700;QUARTERLY JOURNAL OF ECONOMICS;2010;acemoglu, daron;Massachusetts Institute of Technology;London School of Economics;egorov, georgy;Northwestern University;Harvard University;sonin, konstantin;New Economic School;Moscow State University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
701;QUARTERLY JOURNAL OF ECONOMICS;2003;la porta, r;Harvard University;Harvard University;lopez-de-silanes, f;Yale University;Harvard University;zamarripa, g;National Banking and Securities Commission Mexico;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
702;QUARTERLY JOURNAL OF ECONOMICS;2009;sullivan, daniel;Federal Reserve Bank of Chicago;Princeton University;von wachter, till;Columbia University;University of California, Berkeley;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
703;QUARTERLY JOURNAL OF ECONOMICS;2006;stevenson, b;University of Pennsylvania;Harvard University;wolfers, j;University of Pennsylvania;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
704;QUARTERLY JOURNAL OF ECONOMICS;2007;koren, miklos;Federal Reserve Bank of New York;Harvard University;tenreyro, silvana;London School of Economics;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
705;QUARTERLY JOURNAL OF ECONOMICS;2004;reinikka, r;World Bank;Oxford University;svensson, j;Stockholm University;University of Stockholm;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
706;QUARTERLY JOURNAL OF ECONOMICS;2003;jacob, ba;Harvard University;University of Chicago;levitt, sd;University of Chicago;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
707;QUARTERLY JOURNAL OF ECONOMICS;2004;akhmedov, a;Center for Economic and Financial Research;University of California, Irvine;zhuravskaya, e;Center for Economic and Financial Research;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
708;QUARTERLY JOURNAL OF ECONOMICS;2008;ferguson, thomas;University of Massachusetts;Princeton University;voth, hans-joachim;Universitat Pompeu Fabra;Oxford University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
709;QUARTERLY JOURNAL OF ECONOMICS;2003;ely, jc;Northwestern University;University of California, Berkeley;valimaki, j;University of Southampton;University of Pennsylvania;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
710;QUARTERLY JOURNAL OF ECONOMICS;2007;nishiyama, shinichi;Georgia State University;University of Pennsylvania;smetters, kent;University of Pennsylvania;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
711;QUARTERLY JOURNAL OF ECONOMICS;2010;price, joseph;Brigham Young University;Cornell University;wolfers, justin;University of Pennsylvania;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
712;QUARTERLY JOURNAL OF ECONOMICS;2007;aguiar, mark;University of Rochester;Massachusetts Institute of Technology;hurst, erik;University of Chicago;University of Michigan;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
713;QUARTERLY JOURNAL OF ECONOMICS;2008;ferraz, claudio;Instituto de Pesquisa Economica Aplicada;University of California, Berkeley;finan, frederico;University of California, Los Angeles;University of California, Berkeley;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
